pl_name,star_id,hostname,pl_rade,pl_bmasse,pl_eqt,pl_eqt_computed,disc_year,discoverymethod,ra,dec,sy_dist,pl_orbper,pl_orbsmax,st_teff,st_rad,st_mass,st_met,sy_pnum
HD 135344 A b,178,HD 135344 A,16.25302201,3178.28407,1585.0,False,2025,Imaging,228.9538416,-37.1489176,141.595,,16.5,9540.0,1.5,,0.05,1
HD 136352 b,179,HD 136352,1.664,4.72,905.0,False,2019,Radial Velocity,230.4401147,-48.3188174,14.682,11.57797,0.0964,5664.0,1.058,0.87,-0.24,3
HD 136352 c,179,HD 136352,2.916,11.24,677.0,False,2019,Radial Velocity,230.4401147,-48.3188174,14.682,27.59221,0.1721,5664.0,1.058,0.87,-0.24,3
HD 136352 d,179,HD 136352,2.562,8.82,431.0,False,2019,Radial Velocity,230.4401147,-48.3188174,14.682,107.245,0.425,5664.0,1.058,0.87,-0.24,3
HD 137496 b,180,HD 137496,1.31,4.04,2130.0,False,2021,Transit,231.7420543,-16.5090014,155.317,1.62116,0.02732,5799.0,1.59,1.04,-0.03,2
HD 1397 b,181,HD 1397,11.500434,131.89945,1228.3,False,2018,Transit,4.4471631,-66.3589285,79.5702,11.53533,0.1097,5521.0,2.336,1.324,0.29,1
HD 152843 b,182,HD 152843,3.05,9.82,1027.584628071701,True,2021,Transit,253.7848853,20.491524,107.898,11.62071,0.1049,6310.0,1.43,1.15,-0.16,2
HD 152843 c,182,HD 152843,5.94,9.67,864.5323348172592,True,2021,Transit,253.7848853,20.491524,107.898,19.502104,0.1482,6310.0,1.43,1.15,-0.16,2
HD 17156 b,183,HD 17156,1.094,1036.12060682,888.0,False,2007,Radial Velocity,42.4366123,71.7530882,78.0863,21.2164294,0.1632,6046.0,1.517,1.285,0.208,1
HD 183579 b,184,HD 183579,3.49,20.4,752.0,False,2021,Transit,293.2866147,-54.5327284,57.2651,17.471291,0.1322,5784.0,0.96,0.996,-0.038,1
HD 18599 b,185,HD 18599,2.6,24.1,907.1318329484006,True,2022,Transit,44.2620144,-56.1918694,38.5653,4.1374354,0.048,5145.0,0.767,0.863,0.0,1
HD 191939 b,186,HD 191939,3.41,10.0,880.0,False,2020,Transit,302.0256247,66.8503014,53.6089,8.8803256,0.0804,5348.0,0.94,0.81,-0.15,6
HD 191939 c,186,HD 191939,3.195,8.0,600.0,False,2020,Transit,302.0256247,66.8503014,53.6089,28.579743,0.1752,5348.0,0.94,0.81,-0.15,6
HD 191939 d,186,HD 191939,2.995,2.8,540.0,False,2020,Transit,302.0256247,66.8503014,53.6089,38.353037,0.2132,5348.0,0.94,0.81,-0.15,6
HD 202772 A b,187,HD 202772 A,17.317905,323.23311,2132.0,False,2019,Transit,319.6995877,-26.6163743,161.498,3.308958,0.05208,6272.0,2.591,1.72,0.3,1
HD 203030 b,188,HD 203030,14.4595851,3496.112477,1040.0,False,2006,Imaging,319.7432238,26.2305846,39.2503,,,,,,,1
HD 20329 b,189,HD 20329,1.72,7.42,2141.0,False,2022,Transit,49.178124,15.6563542,63.6796,0.926118,0.018,5596.0,1.13,0.9,-0.07,1
HD 206893 b,190,HD 206893,14.01122587,8899.195396,1429.2,False,2021,Imaging,326.3416874,-12.7833522,40.7583,9350.0,9.6,,,1.32,,2
HD 206893 c,190,HD 206893,16.36511182,4036.4207689,1181.9,False,2022,Imaging,326.3416874,-12.7833522,40.7583,2090.0,3.53,,,1.32,,2
HD 207496 b,191,HD 207496,2.25,6.1,743.0,False,2023,Transit,328.7181708,-77.3388025,23.606,6.441008,0.0629,4819.0,0.769,0.8,0.095,1
HD 207897 b,192,HD 207897,2.34302132,14.8,581.75,False,2021,Transit,325.2016451,84.3337613,28.2938,16.20166,0.117,5106.0,0.7827,0.8208,-0.03,1
HD 213885 b,193,HD 213885,1.745,8.83,2128.0,False,2019,Transit,338.9837166,-59.864829,48.0883,1.008035,0.02012,5978.0,1.1011,1.068,-0.04,2
HD 21520 b,194,HD 21520,2.697,17.7,637.0,False,2024,Transit,51.6403449,-43.6136649,79.208,25.1292,0.1726,5871.0,1.044,1.09,0.049,1
HD 21749 c,46,GJ 143,0.892,3.7,701.0,False,2019,Transit,51.7501882,-63.500166,16.32,7.78993,0.0695,4640.0,0.695,0.73,0.003,2
HD 219134 b,195,HD 219134,1.602,4.74,1015.0,False,2015,Radial Velocity,348.3372026,57.1696255,6.53127,3.092926,0.03876,4699.0,0.778,0.81,0.11,6
HD 219134 c,195,HD 219134,1.511,4.36,782.0,False,2015,Radial Velocity,348.3372026,57.1696255,6.53127,6.76458,0.0653,4699.0,0.778,0.81,0.11,6
HD 219134 d,195,HD 219134,1.61,16.17,410.5,False,2015,Radial Velocity,348.3372026,57.1696255,6.53127,46.859,0.237,4699.0,0.778,0.81,0.11,6
HD 219134 f,195,HD 219134,1.31,7.3,522.6,False,2015,Radial Velocity,348.3372026,57.1696255,6.53127,22.717,0.1463,4699.0,0.778,0.81,0.11,6
HD 219666 b,196,HD 219666,4.898,17.6,1076.0,False,2018,Transit,349.5592665,-56.9039857,94.1719,6.034468,,5540.0,1.059,1.02,,1
HD 221416 b,197,HD 221416,9.17,60.5,1096.90148632233,True,2019,Transit,353.0331863,-21.8012007,95.5483,14.2767,0.1228,5080.0,2.943,1.212,-0.08,1
HD 224018 b,198,HD 224018,0.91,4.1,968.0,False,2025,Radial Velocity,358.6390056,-4.7233362,105.48,10.6413,0.0952,5784.0,1.147,1.013,0.05,3
HD 224018 c,198,HD 224018,2.42,10.4,641.0,False,2025,Transit,358.6390056,-4.7233362,105.48,36.57669,0.217,5784.0,1.147,1.013,0.05,3
HD 224018 d,198,HD 224018,2.4,4.2,411.0,False,2025,Transit,358.6390056,-4.7233362,105.48,138.0731,0.53,5784.0,1.147,1.013,0.05,3
HD 22946 d,199,HD 22946,2.607,26.57,546.0,False,2023,Transit,54.819538,-42.7630276,62.7792,47.42489,0.2958,6169.0,1.117,1.098,-0.08,3
HD 23472 b,200,HD 23472,2.0,8.32,543.0,False,2019,Transit,55.4590314,-62.7672667,39.0341,17.667087,0.1162,4684.0,0.71,0.67,-0.2,5
HD 23472 c,200,HD 23472,1.87,3.41,467.0,False,2019,Transit,55.4590314,-62.7672667,39.0341,29.79749,0.1646,4684.0,0.71,0.67,-0.2,5
HD 23472 d,200,HD 23472,0.75,0.55,909.0,False,2022,Transit,55.4590314,-62.7672667,39.0341,3.97664,0.04298,4684.0,0.71,0.67,-0.2,5
HD 23472 e,200,HD 23472,0.818,0.72,723.0,False,2022,Transit,55.4590314,-62.7672667,39.0341,7.90754,0.068,4684.0,0.71,0.67,-0.2,5
HD 23472 f,200,HD 23472,1.137,0.77,630.0,False,2022,Transit,55.4590314,-62.7672667,39.0341,12.1621839,0.0906,4684.0,0.71,0.67,-0.2,5
HD 235088 b,201,HD 235088,1.982,4.15,740.2020972302571,True,2023,Transit,300.6154535,53.3774418,41.1706,7.4341325,0.0706,5075.0,0.772,0.849,-0.02,1
HD 25463 b,202,HD 25463,2.54535814,8.7,1198.46,False,2023,Transit,60.7483361,9.2077676,45.6181,7.0491423,0.076,6353.0,1.4182,1.251,-0.018,2
HD 25463 c,202,HD 25463,1.36354953,4.3,1585.57,False,2023,Transit,60.7483361,9.2077676,45.6181,3.04405,0.0443,6353.0,1.4182,1.251,-0.018,2
HD 260655 b,203,HD 260655,1.24,2.14,709.0,False,2022,Transit,99.2915429,17.5662696,10.0055,2.76953,0.02933,3803.0,0.439,0.439,-0.43,2
HD 260655 c,203,HD 260655,1.533,3.09,557.0,False,2022,Transit,99.2915429,17.5662696,10.0055,5.70588,0.04749,3803.0,0.439,0.439,-0.43,2
HD 2685 b,204,HD 2685,16.14096,371.8611,2061.0,False,2019,Transit,7.3289156,-76.304032,196.852,4.12688,0.0568,6801.0,1.56,1.43,0.02,1
HD 28109 b,205,HD 28109,2.199,18.496,881.2,False,2022,Transit,65.2383065,-68.1026875,139.611,22.89104,0.1357,6120.0,1.446,1.26,0.0,3
HD 28109 c,205,HD 28109,4.23,7.943,585.2,False,2022,Transit,65.2383065,-68.1026875,139.611,56.00819,0.308,6120.0,1.446,1.26,0.0,3
HD 28109 d,205,HD 28109,3.25,5.681,506.5,False,2022,Transit,65.2383065,-68.1026875,139.611,84.25999,0.411,6120.0,1.446,1.26,0.0,3
HD 3167 b,207,HD 3167,1.67,4.97,1774.0,False,2016,Transit,8.7401487,4.3807215,47.2899,0.959641,0.01796,5261.0,0.88,0.837,0.04,4
HD 3167 c,207,HD 3167,3.0,11.13,564.0,False,2016,Transit,8.7401487,4.3807215,47.2899,29.8454,0.1776,5261.0,0.88,0.837,0.04,4
HD 332231 b,208,HD 332231,9.07303305,74.1,798.3,False,2020,Transit,306.741134,33.7443882,80.6665,18.712024,0.145,6128.0,1.266,1.1642,0.043,1
HD 35843 c,209,HD 35843,2.54,11.32,479.0,False,2025,Transit,81.3488924,-44.4312849,69.6026,46.9622,0.25,5666.0,0.897,0.94,-0.27,2
HD 42813 b,210,HD 42813,3.41,9.1,716.0,False,2023,Transit,93.0578446,-14.6493167,68.192,13.6308205,0.111,5289.0,0.98,0.901,0.24,3
HD 5278 b,211,HD 5278,2.45,7.8,943.0,False,2021,Transit,12.5467785,-83.7437671,57.5846,14.339156,0.1202,6203.0,1.194,1.126,-0.12,2
HD 6061 b,212,HD 6061,2.42763557,10.0,1075.31,False,2023,Transit,15.5981441,37.1854394,67.6203,5.2549,0.06,5934.0,1.0072,1.0269,-0.05,1
HD 63433 b,213,HD 63433,2.14,21.755,967.11,False,2020,Transit,117.4793699,27.3631342,22.4035,7.1079475,,5553.0,0.934,0.956,-0.07,3
HD 63433 c,213,HD 63433,2.692,15.539,678.92,False,2020,Transit,117.4793699,27.3631342,22.4035,20.5438281,,5553.0,0.934,0.956,-0.07,3
HD 63935 b,214,HD 63935,2.91575244,10.5,825.22,False,2021,Transit,117.9246417,9.3852412,48.9739,9.058807,0.083,5513.0,0.9598,0.9406,0.107,2
HD 63935 c,214,HD 63935,3.06451296,11.1,619.59,False,2021,Radial Velocity,117.9246417,9.3852412,48.9739,21.4027,0.148,5513.0,0.9598,0.9406,0.107,2
HD 73344 b,215,HD 73344,2.884,10.48,911.0,False,2024,Transit,129.6894456,23.6852651,35.26,15.611,0.131,6252.6,1.22,1.2,0.143,3
HD 73583 b,216,HD 73583,2.79,10.2,714.0,False,2022,Transit,129.6883026,-13.2565267,31.5666,6.398042,0.0604,4511.0,0.65,0.73,0.0,2
HD 73583 c,216,HD 73583,2.39,9.7,498.0,False,2022,Transit,129.6883026,-13.2565267,31.5666,18.87974,0.1242,4511.0,0.65,0.73,0.0,2
HD 77946 b,217,HD 77946,2.89646124,10.9,1128.86,False,2024,Transit,136.777644,46.6724251,99.451,6.527363,0.073,6007.0,1.3174,1.1973,0.215,1
HD 80653 b,218,HD 80653,1.613,5.72,2463.0,False,2020,Transit,140.3390845,14.3678691,109.86,0.719573,0.01661,5959.0,1.22,1.18,0.255,2
HD 86226 c,219,HD 86226,2.16,7.25,1311.0,False,2020,Transit,149.1235154,-24.0991859,45.683,3.98442,0.049,5863.0,1.053,1.019,0.018,2
HD 88986 b,220,HD 88986,2.49,17.2,460.0,False,2023,Radial Velocity,154.1166869,28.6820708,33.2673,146.05,0.58,5861.0,1.543,1.25,0.06,1
HD 89345 b,221,HD 89345,7.39794,34.9613,1089.0,False,2018,Transit,154.6710977,10.1288464,132.345,11.8143,0.1066,5576.0,1.747,1.157,0.421,1
HD 93963 A b,222,HD 93963 A,1.46954368,2.8,1842.23,False,2022,Transit,162.7766969,25.641065,82.3432,1.0376109,0.02061,5908.0,1.0311,1.0844,0.11,2
HD 93963 A c,222,HD 93963 A,3.11976057,18.4,1212.45,False,2022,Transit,162.7766969,25.641065,82.3432,3.6451389,0.04726,5908.0,1.0311,1.0844,0.11,2
HD 95338 b,223,HD 95338,3.89,42.44,385.0,False,2020,Radial Velocity,164.8563364,-56.6235564,36.9941,55.087,0.262,5212.0,0.87,0.83,0.04,1
HD 97658 b,224,HD 97658,2.12,8.3,751.0,False,2010,Radial Velocity,168.6376584,25.7105962,21.5618,9.4897116,,5212.0,0.728,0.85,-0.23,1
HIP 116454 b,225,HIP 116454,2.469,9.7,753.2,False,2014,Transit,353.9543517,0.4447043,62.4491,9.1004157,0.0792,5048.0,0.758,0.8,0.0,1
HIP 29442 c,210,HD 42813,1.551,4.5,1123.0,False,2023,Radial Velocity,93.0578446,-14.6493167,68.192,3.5379559,0.04518,5289.0,0.98,0.901,0.24,3
HIP 29442 d,210,HD 42813,1.538,5.14,920.0,False,2023,Radial Velocity,93.0578446,-14.6493167,68.192,6.429575,0.0673,5289.0,0.98,0.901,0.24,3
HIP 41378 b,226,HIP 41378,2.595,6.89,959.0,False,2016,Transit,126.6158279,10.0803708,106.289,15.57208,,6320.0,1.273,1.16,-0.1,6
HIP 41378 c,226,HIP 41378,2.727,4.4,757.0,False,2016,Transit,126.6158279,10.0803708,106.289,31.70603,,6320.0,1.273,1.16,-0.1,6
HIP 41378 d,226,HIP 41378,3.54,4.6,367.0,False,2016,Transit,126.6158279,10.0803708,106.289,278.3618,,6320.0,1.273,1.16,-0.1,6
HIP 41378 e,226,HIP 41378,4.92,12.0,335.0,False,2016,Transit,126.6158279,10.0803708,106.289,369.0,,6320.0,1.273,1.16,-0.1,6
HIP 41378 f,226,HIP 41378,9.2,12.0,294.0,False,2016,Transit,126.6158279,10.0803708,106.289,542.07975,,6320.0,1.273,1.16,-0.1,6
HIP 65 A b,227,HIP 65 A,22.75427,1021.18779,1411.0,False,2020,Transit,0.1856063,-54.8308228,61.7856,0.9809734,0.01782,4590.0,0.7242,0.781,0.18,1
HIP 65426 b,228,HIP 65426,16.8135,2860.47,1500.0,False,2017,Imaging,201.1501727,-51.5045384,108.875,,92.0,8840.0,1.77,1.96,,1
HIP 8152 b,229,HIP 8152,2.53625843,8.9,794.96,False,2023,Transit,26.2092533,-18.4013844,101.694,10.751014,0.093,5618.0,0.9603,0.9373,0.007,2
HIP 8152 c,229,HIP 8152,2.52442508,10.7,650.68,False,2023,Transit,26.2092533,-18.4013844,101.694,19.60562,0.139,5618.0,0.9603,0.9373,0.007,2
HIP 94235 b,230,HIP 94235,3.0,379.0,1060.0,False,2022,Transit,287.7411441,-60.2726358,58.5146,7.713057,0.0787,5991.0,1.08,1.094,0.0,1
HIP 9618 b,231,HIP 9618,3.82838127,8.3,640.88,False,2023,Transit,30.9050061,21.2813274,67.5478,20.772858,0.145,5649.0,0.9593,0.942,-0.018,2
HIP 9618 c,231,HIP 9618,3.42855926,7.0,470.31,False,2023,Transit,30.9050061,21.2813274,67.5478,52.56363,0.269,5649.0,0.9593,0.942,-0.018,2
HIP 97166 b,232,HIP 97166,2.4801338,19.1,701.66,False,2021,Transit,296.2446203,74.0628577,65.9501,10.288914,0.091,5216.0,0.8418,0.9342,0.248,2
HR 858 b,233,HR 858,2.004,3.55,1552.0,False,2019,Transit,42.9849779,-30.8140609,31.964,3.585287,0.04888,6354.0,1.258,1.204,0.025,3
HR 858 c,233,HR 858,1.979,3.8,1309.0,False,2019,Transit,42.9849779,-30.8140609,31.964,5.973865,0.0687,6354.0,1.258,1.204,0.025,3
HR 858 d,233,HR 858,2.001,7.1,1061.0,False,2019,Transit,42.9849779,-30.8140609,31.964,11.230511,0.1046,6354.0,1.258,1.204,0.025,3
HR 8799 e,234,HR 8799,13.11453,3178.3,1150.0,False,2010,Imaging,346.8701486,21.1340376,41.2441,,16.4,7400.0,,,-0.5,4
K2-10 b,235,K2-10,3.773,25.2,649.0,False,2015,Transit,172.1216476,1.6906217,272.36,19.30553,,5533.0,0.956,0.88,-0.07,1
K2-100 b,236,K2-100,3.88,21.8,1841.0,False,2016,Transit,129.6010863,20.1060074,188.959,1.6739035,0.0301,5945.0,1.24,1.15,0.22,1
K2-105 b,237,K2-105,3.4,15.4,805.0,False,2017,Transit,125.4202985,13.4975122,197.989,8.26726,,5373.0,0.905,0.94,0.22,1
K2-110 b,238,K2-110,2.592,15.9,638.0,False,2017,Transit,207.3497402,-12.2849182,116.474,13.86375,0.10207,5010.0,0.713,0.738,-0.34,1
K2-111 b,239,K2-111,1.82,5.58,1309.0,False,2017,Transit,59.8903081,21.2985263,200.394,5.3518,0.0565,5775.0,1.25,0.84,-0.46,2
K2-114 b,240,K2-114,10.59248676,638.83509807,701.4,False,2017,Transit,127.882912,11.922255,475.758,11.390931,0.0944,4899.0,0.832,0.863,0.42,1
K2-115 b,241,K2-115,11.80305668,321.00669107,696.0,False,2017,Transit,126.5535002,12.281851,413.591,20.2729914,0.1415,5870.0,0.855,0.918,-0.198,1
K2-12 b,242,K2-12,2.44,5.2,1026.0,False,2015,Transit,173.1919022,2.2446794,326.381,8.28246,0.0792,5672.0,1.117,0.965,0.0,1
K2-121 b,243,K2-121,7.16,51.0,716.0,False,2017,Transit,126.9366624,17.5793267,169.398,5.185738,,4526.0,0.675,0.71,0.04,1
K2-131 b,244,K2-131,1.69,7.9,2223.0,False,2017,Transit,182.751404,-9.7652392,152.509,0.3693038,0.00936,5120.0,0.7595,0.803,-0.04,1
K2-136 b,245,K2-136,1.014,4.3,610.0,False,2017,Transit,67.4128615,22.8825674,59.2474,7.9752,0.0707,4500.0,0.677,0.742,-0.02,3
K2-136 c,245,K2-136,3.0,18.1,470.0,False,2017,Transit,67.4128615,22.8825674,59.2474,17.30713,0.1185,4500.0,0.677,0.742,-0.02,3
K2-136 d,245,K2-136,1.565,3.0,420.0,False,2017,Transit,67.4128615,22.8825674,59.2474,25.575,0.1538,4500.0,0.677,0.742,-0.02,3
K2-138 b,246,K2-138,1.51,3.1,1192.885939812866,True,2017,Transit,348.9490311,-10.8497391,202.585,2.35309,0.03385,5356.3,0.863,0.935,0.14,6
K2-138 c,246,K2-138,2.299,6.31,1039.1114841022434,True,2017,Transit,348.9490311,-10.8497391,202.585,3.56004,0.04461,5356.3,0.863,0.935,0.14,6
K2-138 d,246,K2-138,2.39,7.92,904.0866069151292,True,2017,Transit,348.9490311,-10.8497391,202.585,5.40479,0.05893,5356.3,0.863,0.935,0.14,6
K2-138 e,246,K2-138,3.39,12.97,784.8287063987002,True,2017,Transit,348.9490311,-10.8497391,202.585,8.26146,0.0782,5356.3,0.863,0.935,0.14,6
K2-138 f,246,K2-138,2.904,1.63,679.0198320832703,True,2017,Transit,348.9490311,-10.8497391,202.585,12.75758,0.10447,5356.3,0.863,0.935,0.14,6
K2-138 g,246,K2-138,3.013,4.32,456.549298629702,True,2021,Transit,348.9490311,-10.8497391,202.585,41.96797,0.23109,5356.3,0.863,0.935,0.14,6
K2-140 b,247,K2-140,13.56286665,295.58041851,962.0,False,2017,Transit,188.1373172,-9.6076115,347.917,6.569188,0.068,5585.0,1.06,0.96,0.1,1
K2-141 b,248,K2-141,1.51,4.97,2103.0,False,2018,Transit,350.9170464,-1.1891827,61.8736,0.2803244,0.00747,4570.0,0.681,0.708,0.0,2
K2-141 c,248,K2-141,7.0,8.0,695.0,False,2018,Transit,350.9170464,-1.1891827,61.8736,7.7485,0.0683,4570.0,0.681,0.708,0.0,2
K2-157 b,249,K2-157,0.935,1.14,2432.0,False,2018,Transit,183.7514959,-5.7820178,298.373,0.3652575,0.00962,5334.0,0.86,0.89,0.02,3
K2-18 b,250,K2-18,2.37,8.92,284.0,False,2015,Transit,172.560141,7.5878315,38.0266,32.939623,0.1429,3457.0,0.411,0.359,0.12,2
K2-180 b,251,K2-180,2.46597575,11.41003981,797.5,False,2018,Transit,126.4643579,10.246577,203.896,8.865663,0.0756,5365.0,0.719,0.735,-0.578,1
K2-182 b,252,K2-182,2.71257333,20.97667486,965.8,False,2018,Transit,130.180046,10.9829509,154.83,4.7369696,0.05174,5128.0,0.789,0.823,0.022,1
K2-199 b,253,K2-199,1.73,6.9,913.0,False,2018,Transit,208.9014508,-6.1360833,107.518,3.2253993,0.0382,4491.0,0.682,0.711,-0.01,2
K2-199 c,253,K2-199,2.85,12.4,694.0,False,2018,Transit,208.9014508,-6.1360833,107.518,7.3744897,0.0662,4491.0,0.682,0.711,-0.01,2
K2-216 b,254,K2-216,1.75,8.0,1103.0,False,2018,Transit,11.4802354,6.3470302,115.461,2.1748,0.028,4503.0,0.72,0.7,0.0,1
K2-222 b,255,K2-222,2.35,8.7,871.0,False,2018,Transit,16.4625203,11.7537171,101.321,15.38857,0.1206,5942.0,1.115,0.989,-0.315,1
K2-232 b,256,K2-232,11.209,126.49634,1030.0,False,2018,Transit,73.7667927,18.654323,130.72,11.168454,0.10356,6154.0,1.161,1.188,0.1,1
K2-233 b,257,K2-233,1.315,2.4,1127.0,False,2018,Transit,230.4799011,-20.2317975,67.5062,2.467583,0.03293,4796.0,0.71,0.79,-0.082,3
K2-233 c,257,K2-233,1.272,4.6,794.0,False,2018,Transit,230.4799011,-20.2317975,67.5062,7.06024,0.0664,4796.0,0.71,0.79,-0.082,3
K2-233 d,257,K2-233,2.363,10.3,525.0,False,2018,Transit,230.4799011,-20.2317975,67.5062,24.3681,0.1516,4796.0,0.71,0.79,-0.082,3
K2-237 b,258,K2-237,16.06246934,434.15360396,1759.0,False,2018,Transit,253.7688479,-28.7105836,314.995,2.18053332,0.03552,6180.0,1.236,1.256,0.337,1
K2-238 b,259,K2-238,14.5717,273.3338,1587.0,False,2018,Transit,347.7043164,-7.8575592,537.963,3.20466,0.046,5630.0,1.59,1.19,0.34,1
K2-25 b,260,K2-25,3.44,24.5,494.0,False,2015,Transit,63.2739346,15.2477027,44.9565,3.48456408,0.0287,3207.0,0.2932,0.2634,0.15,1
K2-260 b,261,K2-260,18.41635529,546.66486004,2090.0,False,2018,Transit,76.8673317,16.8676948,663.834,2.62669762,0.04392,6860.0,1.755,1.637,0.334,1
K2-261 b,262,K2-261,9.26982704,68.96876432,1036.0,False,2018,Transit,163.0323119,0.493167,213.283,11.6334681,0.1086,5490.0,1.663,1.107,0.372,1
K2-263 b,263,K2-263,2.41,14.9,470.0,False,2018,Transit,129.6821253,15.6806039,162.481,50.818947,0.2573,5368.0,0.85,0.88,-0.08,1
K2-265 b,264,K2-265,1.70824866,7.3418362,1366.0,False,2018,Transit,342.0316493,-14.4947789,138.671,2.36902,0.03359,5420.0,0.92,0.901,0.033,1
K2-266 b,265,K2-266,3.3,11.26782377,1515.0,False,2018,Transit,157.9356855,0.9372782,77.5586,0.658524,0.01306,4285.0,0.703,0.686,-0.12,4
K2-266 c,265,K2-266,0.705,0.29013072,664.5,False,2018,Transit,157.9356855,0.9372782,77.5586,7.814,0.0679,4285.0,0.703,0.686,-0.12,4
K2-266 d,265,K2-266,2.93,8.9,538.3,False,2018,Transit,157.9356855,0.9372782,77.5586,14.697,0.1035,4285.0,0.703,0.686,-0.12,4
K2-266 e,265,K2-266,2.73,14.3,490.1,False,2018,Transit,157.9356855,0.9372782,77.5586,19.482,0.1249,4285.0,0.703,0.686,-0.12,4
K2-27 b,266,K2-27,4.74,30.2,836.0,False,2016,Transit,171.5151874,1.2306237,249.645,6.771347,,5246.0,0.876,0.88,0.12,1
K2-280 b,267,K2-280,7.5,37.1,787.0,False,2018,Transit,291.5953596,-22.2477071,391.537,19.89526,0.1461,5500.0,1.28,1.03,0.33,1
K2-285 b,268,K2-285,2.59,9.68,1088.9,False,2018,Transit,349.3843458,1.3001522,154.961,3.471745,0.03817,4975.0,0.787,0.83,0.0,4
K2-285 c,268,K2-285,3.53,15.68,741.4,False,2018,Transit,349.3843458,1.3001522,154.961,7.138048,0.0824,4975.0,0.787,0.83,0.0,4
K2-285 d,268,K2-285,2.48,6.5,619.9,False,2018,Transit,349.3843458,1.3001522,154.961,10.45582,0.1178,4975.0,0.787,0.83,0.0,4
K2-285 e,268,K2-285,1.95,10.7,500.9,False,2018,Transit,349.3843458,1.3001522,154.961,14.76289,0.18041,4975.0,0.787,0.83,0.0,4
K2-287 b,269,K2-287,9.494023,100.11645,804.0,False,2018,Transit,233.0743401,-22.3583447,158.335,14.893291,0.1206,5695.0,1.07,1.056,0.2,1
K2-29 b,270,K2-29,13.33871,232.0159,1171.0,False,2016,Transit,62.670422,24.4016558,178.475,3.2588321,0.04217,5358.0,0.86,0.94,0.16,1
K2-290 b,271,K2-290,3.06,10.9,1230.0,False,2019,Transit,234.8578846,-20.1988975,272.909,9.21165,0.0923,6302.0,1.511,1.194,-0.06,2
K2-290 c,271,K2-290,11.276254,246.00042,676.0,False,2019,Transit,234.8578846,-20.1988975,272.909,48.36685,0.305,6302.0,1.511,1.194,-0.06,2
K2-291 b,272,K2-291,1.589,6.49,1278.3550435517968,True,2019,Transit,76.44594,21.548199,90.0562,2.225177,0.03261,5520.0,0.899,0.934,0.08,1
K2-292 b,273,K2-292,2.63,24.5,795.0,False,2019,Transit,205.3758786,-9.9460704,114.293,16.9841,0.13,5725.0,1.09,1.0,0.07,1
K2-295 b,274,K2-295,10.054473,106.47305,852.0,False,2018,Transit,19.6101417,6.8167277,232.801,4.024867,0.0451,4444.0,0.7,0.74,0.14,1
K2-3 b,275,K2-3,2.078,5.11,501.3,False,2015,Transit,172.3353708,-1.4551364,44.0727,10.0546535,0.0747,3844.0,0.546,0.549,-0.157,3
K2-3 c,275,K2-3,1.582,2.68,371.8,False,2015,Transit,172.3353708,-1.4551364,44.0727,24.646729,0.1357,3844.0,0.546,0.549,-0.157,3
K2-3 d,275,K2-3,1.458,2.2,305.2,False,2015,Transit,172.3353708,-1.4551364,44.0727,44.55603,0.2014,3844.0,0.546,0.549,-0.157,3
K2-30 b,276,K2-30,11.646151,184.02357,1092.0,False,2016,Transit,52.3420548,22.2993491,333.042,4.098503,0.04839,5425.0,0.844,0.9,-0.15,1
K2-31 b,277,K2-31,11.88154,563.83042,1386.6850981963853,True,2016,Transit,245.4405531,-23.548273,110.527,1.25785,0.022,5280.0,0.78,0.91,0.08,1
K2-32 b,278,K2-32,5.299,15.0,837.0,False,2016,Transit,252.426008,-19.5430504,157.682,8.992,0.0795,5271.0,0.86,0.83,-0.06,4
K2-32 c,278,K2-32,3.134,8.1,634.0,False,2016,Transit,252.426008,-19.5430504,157.682,20.66093,0.13843,5271.0,0.86,0.83,-0.06,4
K2-32 d,278,K2-32,3.484,6.7,550.0,False,2016,Transit,252.426008,-19.5430504,157.682,31.71701,0.18422,5271.0,0.86,0.83,-0.06,4
K2-32 e,278,K2-32,1.212,2.1,1066.0,False,2019,Transit,252.426008,-19.5430504,157.682,4.34934,0.04899,5271.0,0.86,0.83,-0.06,4
K2-329 b,279,K2-329,8.675766,82.6358,650.0,False,2020,Transit,351.1353785,-5.1641451,233.237,12.4551225,0.1016,5282.0,0.822,0.901,0.098,1
K2-36 b,280,K2-36,1.43,4.3,1328.0,False,2016,Transit,169.4490102,3.8665038,109.749,1.422614,0.02288,4916.0,0.718,0.79,,2
K2-36 c,280,K2-36,3.2,7.9,854.0,False,2016,Transit,169.4490102,3.8665038,109.749,5.340888,0.05528,4916.0,0.718,0.79,,2
K2-37 d,281,K2-37,2.31,12.5,646.0,False,2016,Transit,243.4509662,-24.7870527,179.943,14.09229,,5352.0,0.809,0.84,-0.08,3
K2-38 b,282,K2-38,1.54,7.3,1266.0,False,2016,Transit,240.0333095,-23.1894196,192.69,4.01593,0.04994,5731.0,1.06,1.03,0.26,2
K2-38 c,282,K2-38,2.29,8.3,916.0,False,2016,Transit,240.0333095,-23.1894196,192.69,10.56103,0.09514,5731.0,1.06,1.03,0.26,2
K2-415 b,283,K2-415,1.015,7.5,412.4,False,2023,Transit,137.2015437,11.8622503,21.8182,4.0179694,0.027,3173.0,0.1965,0.1635,-0.13,1
K2-416 b,284,K2-416,2.66,1652.7077164,447.0,False,2023,Transit,349.2211822,-5.2015032,120.311,13.102,0.088,3746.0,0.554,0.548,,1
